iter	RMSE
119	0.3978200221
120	0.3976762094
121	0.3975642187
122	0.3975601345
123	0.3970862964
124	0.396504929
125	0.3963612197
126	0.3961151237
127	0.3959329979
128	0.3957878233
129	0.3953579134
130	0.3949562449
131	0.3945967021
132	0.3940151243
133	0.3938141417
134	0.3935178376
135	0.3933706575
136	0.3932698704
137	0.3928489538
138	0.3923887899
139	0.392144272
140	0.3917610176
141	0.391352778
142	0.3911936732
143	0.3910209247
144	0.390697027
145	0.3904426859
146	0.390233829
147	0.3900859418
148	0.389606105
149	0.3894077723
150	0.3893837913
151	0.3893782673
152	0.3891960452
153	0.3888678868
154	0.3886923719
155	0.3884398194
156	0.3880857026
157	0.3877398422
158	0.3875279007
159	0.3873565679
160	0.3871392817
161	0.386937987
162	0.386686371
163	0.3862049188
164	0.3862009644
165	0.3857634082
166	0.3854320758
167	0.3851722748
168	0.3851690944
169	0.3847658196
170	0.3847628671
171	0.3847465323
172	0.3845428319
173	0.384537083
174	0.3842896067
175	0.3841045071
176	0.3839024809
177	0.3837115515
178	0.3834409135
179	0.3830509305
180	0.3829649855
181	0.3826874438
182	0.3824382572
183	0.3823726957
184	0.3821925966
185	0.3817881622
186	0.3817836223
187	0.3815803061
188	0.3813578333
189	0.3810102277
190	0.3803983661
191	0.3801651466
192	0.3798141703
193	0.3796281571
194	0.3795329632
195	0.3791748524
196	0.378650575
197	0.3785538021
198	0.3784411195
199	0.3783162216
200	0.3783157283
201	0.3781060655
202	0.3779414866
203	0.3778838432
204	0.3777428036
205	0.3773680463
206	0.3770218573
207	0.3767460463
208	0.3766806902
209	0.3765049859
210	0.3764234953
211	0.376300878
212	0.3763001082
213	0.3759933628
214	0.3759081704
215	0.375426149
216	0.3750356415
217	0.3748980098
218	0.374897353
219	0.374807362
220	0.3744548608
221	0.3741949638
222	0.3739826959
223	0.3739768253
224	0.3737420605
225	0.3733981011
226	0.3731945703
227	0.3731034034
228	0.3728382416
229	0.3725656798
230	0.3725326308
231	0.3724040507
232	0.3720976066
233	0.371999141
234	0.3718308914
235	0.371545511
236	0.3711771343
237	0.3711025794
238	0.3710752279
239	0.3710449609
240	0.3708706601
241	0.3704811353
242	0.3704323499
243	0.370280248
244	0.3702572951
245	0.3700122174
246	0.3696938376
247	0.3695223743
248	0.3692972204
249	0.3691694811
250	0.3688893563
251	0.3687185866
252	0.3686478432
253	0.3685793832
254	0.3679772324
255	0.3678715785
256	0.3677853975
257	0.3676615671
258	0.3675108984
259	0.3672236813
260	0.3669733045
261	0.3668448144
262	0.366822286
263	0.3667056397
264	0.3665090213
265	0.3663471745
266	0.3660207952
267	0.3655813293
268	0.3655394216
269	0.3654955312
270	0.3654868608
271	0.3650607066
272	0.364883018
273	0.3648179228
274	0.3646940945
275	0.3646508161
276	0.3644409871
277	0.3643055173
278	0.3639199979
279	0.3638338615
280	0.3634336142
281	0.3633811761
282	0.3630754362
283	0.3627973077
284	0.3626435303
285	0.3624938172
286	0.3621711887
287	0.3620594529
288	0.361972675
289	0.3617779209
290	0.3615201726
291	0.3612232834
292	0.3609790538
293	0.3608347373
294	0.3607549762
295	0.3606058142
296	0.3604373686
297	0.3602527981
298	0.3599500701
299	0.3596143085
300	0.359534082
301	0.3594215267
302	0.3592906282
303	0.3590184159
304	0.3588832242
305	0.3586911858
306	0.3585001943
307	0.3583906123
308	0.3582475507
309	0.3580630126
310	0.3579558489
311	0.357910367
312	0.3577818918
313	0.3574809033
314	0.3573987248
315	0.3573325314
316	0.3571194082
317	0.3568932728
318	0.3566551772
319	0.3565884038
320	0.3563567047
321	0.3562892358
322	0.3561930413
323	0.3560417514
324	0.3559625808
325	0.3558836457
326	0.3558752812
327	0.3557039714
328	0.3556931688
329	0.3555974628
330	0.3555141475
331	0.3554204349
332	0.3551477489
333	0.3551357563
334	0.3550004091
335	0.3548847813
336	0.354766222
337	0.354490383
338	0.35441442
339	0.354354596
340	0.3543331206
341	0.3542380161
342	0.3542271258
343	0.3539876262
344	0.3538663398
345	0.3538062133
346	0.3536795151
347	0.3534754451
348	0.3533438153
349	0.3531282458
350	0.3529795639
351	0.3529307811
352	0.3528940789
353	0.3528526162
354	0.352788206
355	0.352740441
356	0.3525200963
357	0.3522521541
358	0.3522008654
359	0.352161413
360	0.3520317333
361	0.3520015423
362	0.351934362
363	0.3518167034
364	0.3516918417
365	0.3514668961
366	0.3513661135
367	0.3510894381
368	0.3510690263
369	0.3505621739
370	0.3505498016
371	0.3504619729
372	0.3502897861
373	0.3500463013
374	0.3499403823
375	0.3497056518
376	0.3496654534
377	0.3495171564
378	0.3494657384
379	0.3491925412
380	0.3490953606
381	0.349007504
382	0.3489375448
383	0.3488887797
384	0.3488653722
385	0.3487990143
386	0.348728491
387	0.3486927937
388	0.348582934
389	0.3483229401
390	0.3481690374
391	0.3480574183
392	0.347832644
393	0.3476952362
394	0.3476357861
395	0.3475581099
396	0.3475238814
397	0.3474526696
398	0.3473204057
399	0.3472092353
400	0.3471293886
401	0.3470788881
402	0.3469623005
403	0.3468762637
404	0.3466763649
405	0.346599847
406	0.3464297965
407	0.3464189017
408	0.3461691999
409	0.3460192725
410	0.3459744899
411	0.3456612666
412	0.3455013556
413	0.3452646253
414	0.3449126067
415	0.344807909
416	0.3447633389
417	0.3446282395
418	0.3445485463
419	0.3444031443
420	0.3443011184
421	0.3442408756
422	0.3441196936
423	0.3440749135
424	0.343836013
425	0.3435943804
426	0.3435444893
427	0.3433445318
428	0.3431367605
429	0.3431189401
430	0.3430355173
431	0.3429813879
432	0.3427933812
433	0.3425255961
434	0.3424640136
435	0.3421996897
436	0.3420172969
437	0.3418353389
438	0.3417170657
439	0.341627728
440	0.3415013623
441	0.3414513979
442	0.3413320743
443	0.3413171406
444	0.3412684524
445	0.3412068437
446	0.341137457
447	0.3410133398
448	0.3407121799
449	0.340697258
450	0.34068039
451	0.3405761466
452	0.3405005215
453	0.3403990073
454	0.3402982295
455	0.3402015577
456	0.3400916178
457	0.3400637817
458	0.3399927773
459	0.3399297166
460	0.3398624265
461	0.3398460379
462	0.3397613737
463	0.3396477727
464	0.3395328541
465	0.3393234364
466	0.3393074573
467	0.3391707453
468	0.3389216309
469	0.3387699847
470	0.3386341786
471	0.3385441784
472	0.3384893606
473	0.3382678882
474	0.338154699
475	0.338095123
476	0.3379426312
477	0.337836616
478	0.3377191676
479	0.3375420068
480	0.3375266625
481	0.3374388587
482	0.3371609013
483	0.3370473803
484	0.3369866556
485	0.3369357231
486	0.3368687811
487	0.3367002253
488	0.3366202236
489	0.3365028841
490	0.3364396567
491	0.3364247694
492	0.3363509681
493	0.3362136534
494	0.3360447518
495	0.3359943051
496	0.3359233623
497	0.3357225328
498	0.3355055607
499	0.3353766735
500	0.3353047208
501	0.3352860689
502	0.3352427719
503	0.3351878385
504	0.3349867444
505	0.3347509852
506	0.3347282304
507	0.3346003148
508	0.3345181325
509	0.3345022812
510	0.3344134548
511	0.3343294932
512	0.3342045858
513	0.3341275459
514	0.3340256916
515	0.333962282
516	0.3338238449
517	0.3337343381
518	0.3337079856
519	0.3335791722
520	0.3334928907
521	0.333288734
522	0.33322761
523	0.3331583666
524	0.3327516381
525	0.3326249335
526	0.3324633024
527	0.3323760542
528	0.3322824856
529	0.3319808178
530	0.3319417836
531	0.3318863821
532	0.3316568242
533	0.3315929964
534	0.3314179598
535	0.3313111248
536	0.3312240614
537	0.3311636891
538	0.3311247794
539	0.3309739883
540	0.3309140072
541	0.3308437835
542	0.3308283127
543	0.3306051735
544	0.3305300067
545	0.3302471783
546	0.3301100259
547	0.3300160642
548	0.3299269396
549	0.3299140097
550	0.3298602275
551	0.3297905889
552	0.3297406011
553	0.3296125162
554	0.3294530367
555	0.329383564
556	0.3292436217
557	0.3290831222
558	0.3290276202
559	0.3286517163
560	0.3285626163
561	0.3283932414
562	0.3282983803
563	0.328240632
564	0.3281107952
565	0.3278963755
566	0.3278426802
567	0.3276923063
568	0.3275220821
569	0.3274567802
570	0.3271868903
571	0.3271340478
572	0.3270336145
573	0.326932352
574	0.3268712263
575	0.326789014
576	0.3267487133
577	0.3267057922
578	0.3266403301
579	0.3264838275
580	0.3264111074
581	0.3263205207
582	0.3261713239
583	0.3260452684
584	0.325998757
585	0.3258653733
586	0.3257817924
587	0.3255769876
588	0.3255373832
589	0.3254793413
590	0.3253912846
591	0.3253675604
592	0.3252779194
593	0.3250589421
594	0.3249628501
595	0.3249107658
596	0.3247597029
597	0.3245917393
598	0.3245321591
599	0.3243790584
600	0.3242016541
601	0.3240239924
602	0.3238381657
603	0.323639101
604	0.3235477861
605	0.3234047544
606	0.3233441313
607	0.3232430729
608	0.3232136748
609	0.323085298
610	0.3229865808
611	0.3228985502
612	0.3228147173
613	0.3227961543
614	0.3227291091
615	0.3225341555
616	0.3224997846
617	0.3223691928
618	0.3223448739
619	0.3222637806
620	0.3221873852
621	0.322101308
622	0.3219892865
623	0.3219327356
624	0.3217592544
625	0.3216181355
626	0.3215983883
627	0.3215648482
628	0.3213752945
629	0.3213390397
630	0.3212250647
631	0.3210695181
632	0.3209745752
633	0.3209376478
634	0.3208317415
635	0.3207660241
636	0.3206656949
637	0.3206253855
638	0.3206115192
639	0.3205976044
640	0.320537173
641	0.3204526972
642	0.3203931481
643	0.3203374687
644	0.320247038
645	0.3201451996
646	0.3201053098
647	0.3198739774
648	0.3198355076
649	0.3196521775
650	0.3196174681
651	0.3195453807
652	0.319377709
653	0.3193049951
654	0.319150412
655	0.3190772362
656	0.3189265783
657	0.3188950443
658	0.3186778855
659	0.3185978533
660	0.3185263712
661	0.3184078073
662	0.318323461
663	0.318257938
664	0.3181975512
665	0.3181768271
666	0.3181168063
667	0.3179887828
668	0.3176853427
669	0.3176197337
670	0.3175855995
671	0.3175041254
672	0.3174667318
673	0.3174209102
674	0.317383438
675	0.3173432483
676	0.3173302803
677	0.3172008759
678	0.317104989
679	0.3170718467
680	0.3169937261
681	0.3169110443
682	0.3167850529
683	0.3167681249
684	0.3165339713
685	0.3165267001
686	0.3164414114
687	0.316329845
688	0.3162408692
689	0.3162214125
690	0.3161490404
691	0.3161183069
692	0.3160012804
693	0.3159330282
694	0.3157999459
695	0.3157530981
696	0.3157348563
697	0.3156639797
698	0.3154930044
699	0.3153318985
700	0.315314395
701	0.3152544316
702	0.3150387181
703	0.3149050216
704	0.3147231549
705	0.3145318566
706	0.3144290983
707	0.314357619
708	0.3141797646
709	0.3141668273
710	0.3140422159
711	0.3138733991
712	0.3137562298
713	0.3136388294
714	0.3135848292
715	0.3134893041
716	0.3133529212
717	0.3132965706
718	0.3132434422
719	0.3131358768
720	0.3130128707
721	0.31299384
722	0.3129279916
723	0.3128300727
724	0.3126918578
725	0.3126535294
726	0.3125053629
727	0.3123925993
728	0.3123376609
729	0.3121216081
730	0.3119565525
731	0.3117495809
732	0.3116047997
733	0.3115990196
734	0.3115719702
735	0.3114794749
736	0.3114102982
737	0.3112990908
738	0.3112451791
739	0.3111893187
740	0.3110663409
741	0.3109771157
742	0.3109630223
743	0.3109231185
744	0.3108310369
745	0.3106036903
746	0.3105877918
747	0.3103144983
748	0.3101631821
749	0.3101198938
750	0.3100071553
751	0.3098702559
752	0.3096917892
753	0.3096372186
754	0.309528724
755	0.3094537662
756	0.3092740617
757	0.3091518159
758	0.3090559376
759	0.3089308
760	0.3088187377
761	0.3087401756
762	0.3085948109
763	0.3084676245
764	0.3082873482
765	0.3082067268
766	0.3081909006
767	0.3081813001
768	0.3081373078
769	0.3080631482
770	0.3080491352
771	0.3080195434
772	0.3079623327
773	0.3079522024
774	0.3079297859
775	0.3077721911
776	0.3076159252
777	0.3074891754
778	0.3072225017
779	0.3071615343
780	0.3070050886
781	0.3069256293
782	0.3068366348
783	0.3067176264
784	0.3066873569
785	0.3065953084
786	0.3064266922
787	0.3062583131
788	0.3061962569
789	0.3059300763
790	0.3058811116
791	0.3058184072
792	0.3056175916
793	0.3054558535
794	0.305351125
795	0.3052726649
796	0.3051656148
797	0.3050809283
798	0.3049256023
799	0.3048729705
800	0.3047895997
801	0.3047399786
802	0.3047298155
803	0.3045748199
804	0.3044715759
805	0.3043981972
806	0.3042690952
807	0.303987237
808	0.3038639214
809	0.303624654
810	0.3035743367
811	0.3034515014
812	0.3033615659
813	0.3032870531
814	0.3031838678
815	0.30311775
816	0.3030719791
817	0.3029234725
818	0.302870508
819	0.3028359135
820	0.3027127097
821	0.3026281003
822	0.3024884609
823	0.3023472521
824	0.3022259316
825	0.3021576019
826	0.3021528192
827	0.3020957975
828	0.3020811337
829	0.3019441954
830	0.3018371986
831	0.3016378837
832	0.3014758588
833	0.3014118401
834	0.3012793488
835	0.3012255522
836	0.3010839693
837	0.3010772809
838	0.3010568677
839	0.3009693545
840	0.3009457375
841	0.3008885564
842	0.3008428701
843	0.3007693023
844	0.3007168176
845	0.3006348355
846	0.3006157918
847	0.3006014107
848	0.3005085866
849	0.300272065
850	0.3001787981
851	0.3000529958
852	0.300016454
853	0.2997931633
854	0.299592848
855	0.2995131167
856	0.2994912936
857	0.2993978527
858	0.2991731425
859	0.2990984221
860	0.2990018724
861	0.2989946733
862	0.2988654922
863	0.2986630998
864	0.2985848807
865	0.298496538
866	0.2983463275
867	0.2981905281
868	0.2981671026
869	0.2980698581
870	0.2979893522
871	0.2977356945
872	0.2976643283
873	0.2975408666
874	0.2974794194
875	0.2973777172
876	0.2973612222
877	0.2973151286
878	0.2972946385
879	0.2971743032
880	0.2970854977
881	0.2970149347
882	0.2968889684
883	0.2967148322
884	0.2965590513
885	0.2964570216
886	0.2962810162
887	0.2962152026
888	0.2961495156
889	0.2960994675
890	0.2960714968
891	0.2958859504
892	0.2958460877
893	0.2958062064
894	0.2956993336
895	0.2956259311
896	0.2955703609
897	0.2955431432
898	0.2953776575
899	0.2952853423
900	0.2951694653
901	0.294964237
902	0.2948648985
903	0.2948429871
904	0.2947923831
905	0.2946523235
906	0.2944520582
907	0.2943980773
908	0.2943095639
909	0.2940787029
910	0.2940327343
911	0.2939700611
912	0.2939383224
913	0.2937877841
914	0.2936372959
915	0.2935611806
916	0.2935237804
917	0.293497061
918	0.2934789664
919	0.2934724182
920	0.2934273321
921	0.2932993968
922	0.293168355
923	0.293068602
924	0.2930596953
925	0.2929816674
926	0.2928941322
927	0.2928069934
928	0.2927571486
929	0.2925984344
930	0.2924815047
931	0.2924296072
932	0.2923880917
933	0.2923346523
934	0.2922828882
935	0.2922398807
936	0.2921559785
937	0.2919738274
938	0.2918405464
939	0.2918307704
940	0.2917900218
941	0.2916859829
942	0.2915805087
943	0.2914903541
944	0.2914320848
945	0.2914272991
946	0.2913646911
947	0.2913234459
948	0.2913065282
949	0.2912014919
950	0.29111724
951	0.2910737247
952	0.2909171104
953	0.2909101754
954	0.2906729861
955	0.2906700024
956	0.2906227641
957	0.2904865743
958	0.29042109
959	0.2903060041
960	0.2901727311
961	0.2900830582
962	0.2900347425
963	0.2899388148
964	0.2897269317
965	0.2896690705
966	0.289598018
967	0.2894989047
968	0.2894048702
969	0.2892545398
970	0.2890789221
971	0.2890370423
972	0.2889701505
973	0.2888773456
974	0.2887269537
975	0.2886414534
976	0.2885195628
977	0.2883866283
978	0.2883658502
979	0.2883458034
980	0.288191389
981	0.2881785958
982	0.2881583015
983	0.2881258791
984	0.2880237103
985	0.2878928574
986	0.2877954972
987	0.2877051506
988	0.2875916859
989	0.2875529843
990	0.2874998919
991	0.2874516159
992	0.2874369316
993	0.2873006422
994	0.287094207
995	0.2870855298
996	0.2870084766
997	0.2869602204
998	0.2867847313
999	0.2867397256
1000	0.2867323532
1001	0.2866629179
1002	0.2865065794
1003	0.2863600091
1004	0.2862548975
1005	0.2862151874
1006	0.2860459476
1007	0.2860005524
1008	0.2857853326
1009	0.2856916689
1010	0.2856127353
1011	0.2854259936
1012	0.28536568
1013	0.2852557301
1014	0.2852042355
1015	0.2851220483
1016	0.2849730286
1017	0.2849237621
1018	0.2848202643
1019	0.2848139779
1020	0.2847814448
1021	0.2847430415
1022	0.284652099
1023	0.2845637365
1024	0.2844937339
1025	0.2844156623
1026	0.2842952727
1027	0.2842007981
1028	0.2841732525
1029	0.284092743
1030	0.2839364924
1031	0.2839038408
1032	0.2838488326
1033	0.2838455648
1034	0.2838316068
1035	0.283749527
1036	0.2837244742
1037	0.2837017475
1038	0.2835532544
1039	0.2835501087
1040	0.2835153331
1041	0.2834953336
1042	0.2833545736
1043	0.2832811272
1044	0.2832101893
1045	0.2830590713
1046	0.2827621885
1047	0.2826436998
1048	0.2826005194
1049	0.2824508769
1050	0.2824142199
1051	0.2824113754
1052	0.2823690591
1053	0.2822671255
1054	0.2820205574
1055	0.2818636868
1056	0.2818240881
1057	0.2818087728
1058	0.2817659681
1059	0.28166326
1060	0.2815969272
1061	0.2815541213
1062	0.2815055007
1063	0.2814866846
1064	0.2813885218
1065	0.2812969476
1066	0.2812761019
1067	0.2812547507
1068	0.281250441
1069	0.281115311
1070	0.2809859143
1071	0.2807497549
1072	0.2806729294
1073	0.2806277454
1074	0.2805109191
1075	0.2803699416
1076	0.2803287061
1077	0.280202954
1078	0.2800990168
1079	0.2799335355
1080	0.2798888194
1081	0.2798831785
1082	0.2796700202
1083	0.2795848344
1084	0.2793654194
1085	0.2793154726
1086	0.2792903425
1087	0.2792789171
1088	0.2792507153
1089	0.2791865516
1090	0.2791506222
1091	0.2789461493
1092	0.2788179648
1093	0.2787570806
1094	0.2786971197
1095	0.2786751708
1096	0.2786601637
1097	0.2786011479
1098	0.2785384746
1099	0.2784824348
1100	0.2784675602
1101	0.2784498177
1102	0.2784256185
1103	0.2783733795
1104	0.2783239503
1105	0.278312661
1106	0.2782899138
1107	0.2781344955
1108	0.2781015243
1109	0.2780265995
1110	0.2779935642
1111	0.2779888448
1112	0.277912787
1113	0.2778575398
1114	0.2777023862
1115	0.2775865408
1116	0.2775526765
1117	0.2773891721
1118	0.2772997633
1119	0.2772716534
1120	0.2771516847
1121	0.2771285387
1122	0.2770083939
1123	0.2768471154
1124	0.27682046
1125	0.276803106
1126	0.2767437229
1127	0.2766015549
1128	0.2765264008
1129	0.2765105091
1130	0.2764661475
1131	0.2764209294
1132	0.2763162443
1133	0.2762078691
1134	0.2761505271
1135	0.2761260075
1136	0.2760987754
1137	0.2760640465
1138	0.2759902186
1139	0.2759446584
1140	0.2759316292
1141	0.2758656407
1142	0.2758077661
1143	0.2758047635
1144	0.2757120643
1145	0.2756644972
1146	0.2756575178
1147	0.2756552665
1148	0.2755710971
1149	0.2755417313
1150	0.275518047
1151	0.2753338157
1152	0.2752672529
1153	0.2752392487
1154	0.275132219
1155	0.2749872094
1156	0.2749428111
1157	0.2749299891
1158	0.2748427397
1159	0.2748241855
1160	0.2748174609
1161	0.2748091896
1162	0.2748032672
1163	0.2747364551
1164	0.2747234561
1165	0.2746301601
1166	0.2745450799
1167	0.2744993744
1168	0.2744545303
1169	0.2744000613
1170	0.2743720654
1171	0.2743573854
1172	0.2742286215
1173	0.2741490237
1174	0.2741164061
1175	0.2740120046
1176	0.2739297658
1177	0.2738703976
1178	0.2738358906
1179	0.2738085538
1180	0.2738034825
1181	0.2735960757
1182	0.2735493843
1183	0.2734724476
1184	0.273410254
1185	0.2733318358
1186	0.2731556248
1187	0.2730707037
1188	0.272885113
1189	0.2728291787
1190	0.2727731856
1191	0.2726827581
1192	0.2726600926
1193	0.272636634
1194	0.2725714301
1195	0.272532361
1196	0.2723640803
1197	0.2723470532
1198	0.2722331633
1199	0.272130228
1200	0.2720245778
1201	0.2718974298
1202	0.2718655581
1203	0.2718154018
1204	0.2717961241
1205	0.2717643077
1206	0.2717392477
1207	0.2717334009
1208	0.2716246129
1209	0.2716060501
1210	0.2715821612
1211	0.2715136735
1212	0.2714163951
1213	0.2714113257
1214	0.271380166
1215	0.2712882794
1216	0.2712133232
1217	0.2711838056
1218	0.271111305
1219	0.2710195329
1220	0.2708671813
1221	0.2707916461
1222	0.2707504143
1223	0.2706330707
1224	0.2705389692
1225	0.2704809895
1226	0.2704396423
1227	0.2704356874
1228	0.2703489018
1229	0.2702447052
1230	0.2701600072
1231	0.2700640377
1232	0.2700522309
1233	0.2700189055
1234	0.2700083137
1235	0.2699245054
1236	0.2698474803
1237	0.2698326101
1238	0.2697570011
1239	0.2697483422
1240	0.2696737033
1241	0.2695995118
1242	0.26949663
1243	0.2694840923
1244	0.2694731474
1245	0.2692736602
1246	0.2691611931
1247	0.2691505946
1248	0.2690821633
1249	0.268939063
1250	0.2688610864
1251	0.2688157719
1252	0.2687446072
1253	0.2687365109
1254	0.26868104
1255	0.2686014941
1256	0.2685788849
1257	0.2685188676
1258	0.2683647803
1259	0.2683420741
1260	0.2682945037
1261	0.2682283098
1262	0.2681293593
1263	0.2681177
1264	0.2680738607
1265	0.2680112523
1266	0.2678542191
1267	0.2677182237
1268	0.2676838959
1269	0.2676472306
1270	0.2676222814
1271	0.2675085337
1272	0.2673562608
1273	0.2672104926
1274	0.2670421992
1275	0.2670274284
1276	0.2668918956
1277	0.2668071056
1278	0.2667700615
1279	0.2667381133
1280	0.2667000168
1281	0.2666178485
1282	0.266540712
1283	0.2665284769
1284	0.266457477
1285	0.2663594076
1286	0.2662401788
1287	0.2661907948
1288	0.2661676445
1289	0.2661517476
1290	0.2661346615
1291	0.2660667325
1292	0.2659021902
1293	0.2657694221
1294	0.2656285317
1295	0.2655711361
1296	0.265394701
1297	0.2653590366
1298	0.2653133182
1299	0.2652681006
1300	0.2652068128
1301	0.2651300266
1302	0.2651255575
1303	0.2650510365
1304	0.2649857593
1305	0.2648788271
1306	0.2647664697
1307	0.2647408556
1308	0.2646671278
1309	0.264591986
1310	0.2645601466
1311	0.2645363869
1312	0.2644827378
1313	0.2643403
1314	0.2643002807
1315	0.2642233271
1316	0.264121027
1317	0.2639971257
1318	0.2639323749
1319	0.2639031864
1320	0.2638446098
1321	0.2637614063
1322	0.2635590223
1323	0.2634611447
1324	0.2634448409
1325	0.2633867278
1326	0.2633371625
1327	0.2633277418
1328	0.2631642587
1329	0.2630738911
1330	0.2629590951
1331	0.2629242145
1332	0.2627793144
1333	0.2627336281
1334	0.2625654108
1335	0.2625217416
1336	0.2625089982
1337	0.2624325794
1338	0.26232509
1339	0.2622866949
1340	0.2622059674
1341	0.2621435606
1342	0.2620075096
1343	0.2619760658
1344	0.2618920371
1345	0.261752546
1346	0.2616385119
1347	0.2615980559
1348	0.2614281589
1349	0.2613097577
1350	0.2612955472
1351	0.2612402351
1352	0.2610715919
1353	0.2609543657
1354	0.2607741197
1355	0.2607630928
1356	0.2606098261
1357	0.2605794466
1358	0.2603789091
1359	0.260234711
1360	0.2601949782
1361	0.2600494059
1362	0.2599920211
1363	0.2598441021
1364	0.2598383439
1365	0.2597993043
1366	0.2597590579
1367	0.2596870819
1368	0.2596140151
1369	0.2595270645
1370	0.2594275516
1371	0.2593156981
1372	0.2592336301
1373	0.2592153807
1374	0.2591850561
1375	0.2591442548
1376	0.2590583087
1377	0.2589020868
1378	0.2588408531
1379	0.2587825399
1380	0.2587728037
1381	0.2587199043
1382	0.2587094065
1383	0.2585416707
1384	0.2584381929
1385	0.2584306849
1386	0.2584206817
1387	0.2583954956
1388	0.2583210375
1389	0.2582267133
1390	0.2581492254
1391	0.2580605384
1392	0.2580504388
1393	0.2579847929
1394	0.2579684888
1395	0.2578047453
1396	0.2577377989
1397	0.2576307493
1398	0.2575536353
1399	0.257515539
1400	0.2574184568
1401	0.2573301981
1402	0.2572496799
1403	0.2571360671
1404	0.2569482495
1405	0.2568912883
1406	0.2568686215
1407	0.2566950131
1408	0.256567307
1409	0.2564578364
1410	0.2563385554
1411	0.2562832801
1412	0.256109607
1413	0.2561013907
1414	0.2560597457
1415	0.2560403054
1416	0.2560093366
1417	0.2558811004
1418	0.2558460804
1419	0.2558141788
1420	0.2557581036
1421	0.2557295277
1422	0.255713901
1423	0.2556948861
1424	0.2556631979
1425	0.2555950233
1426	0.2555366737
1427	0.255453917
1428	0.2553984214
1429	0.2553312652
1430	0.2552696213
1431	0.2552639247
1432	0.2552262938
1433	0.2552032986
1434	0.2550499509
1435	0.2550354061
1436	0.2549378546
1437	0.2548697505
1438	0.2548299412
1439	0.2547524963
1440	0.254711249
1441	0.2546850656
1442	0.2546827334
1443	0.2546454043
1444	0.2546240303
1445	0.2545771536
1446	0.2544893398
1447	0.2543801837
1448	0.2543472568
1449	0.2542535895
1450	0.2541958874
1451	0.2541297115
1452	0.2539785867
1453	0.2539610349
1454	0.2539407975
1455	0.2538326031
1456	0.2537050432
1457	0.2536215674
1458	0.2535504708
1459	0.2535139487
1460	0.2534639416
1461	0.2533946705
1462	0.253269725
1463	0.2532569118
1464	0.2531028466
1465	0.2530347046
1466	0.2529648383
1467	0.2529219712
1468	0.2529009205
1469	0.2527935007
1470	0.2526607593
1471	0.2525705393
1472	0.2525189523
1473	0.2525152028
1474	0.2524022292
1475	0.252265418
1476	0.2522352485
1477	0.2521805866
1478	0.252151273
1479	0.2521231054
1480	0.2521141803
1481	0.2520779459
1482	0.2520461717
1483	0.2519668238
1484	0.2518126947
1485	0.2518045473
1486	0.2517364012
1487	0.2516685503
1488	0.2515302309
1489	0.2514579085
1490	0.2514230282
1491	0.2513844815
1492	0.2513565984
1493	0.2513459435
1494	0.2512280479
1495	0.251172661
1496	0.2511370799
1497	0.2510864455
1498	0.2510680981
1499	0.2510462721
1500	0.2510438475
1501	0.2510161188
1502	0.2509856598
1503	0.2509520257
1504	0.250885763
1505	0.2507934108
1506	0.2507460776
1507	0.2506565308
1508	0.250504742
1509	0.2504258725
1510	0.2504208786
1511	0.250377392
1512	0.2502051373
